year,session,field,subject,topic,total_question_count,avg_confidence_score,easy_count,medium_count,hard_count,unknown_count,is_zero_filled,target_confidence_score
2023,AYT,SOZEL,Felsefe Grubu,Düşünme ve Dil İlişkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Felsefe Grubu,Düşünme ve Dil İlişkisi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Felsefe Grubu,Düşünme ve Dil İlişkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2023,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Felsefe Grubu,Felsefi Düşüncenin Ortaya Çıkışı ve Özellikleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Felsefe Grubu,Felsefi Metin Analizi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Felsefe Grubu,"Platon ve Aristoteles’in Varlık, Bilgi ve Değer Anlayışı",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Felsefe Grubu,Sanat Felsefesinin Konusu ve Problemleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Felsefe Grubu,Siyaset Felsefesinin Konusu ve Problemleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Felsefe Grubu,Sofistler ile Sokrates’in Bilgi ve Değer Anlayışları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Felsefe Grubu,"İslam Felsefesinin Özellikleri, İnanç Akıl İlişkisi ve Filozofların Görüşleri",0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Abbasi Devleti ve Türkler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Anadolu’nun İlk Türk Siyasi Teşekkülleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Atatürk Dönemi Türk Dış Politikası,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Atatürk İlkeleri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Tarih-1,Batı Cephesi ve Bu Cephede Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,SOZEL,Tarih-1,Boylardan Devlete,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Tarih-1,Boylardan Devlete,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti (1040- 1157),0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Tarih-1,Büyük Selçuklu Devleti’nde Yönetim ve Toplum Yapısı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Coğrafya ile Oluşan Yaşam Tarzı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Tarih-1,Devletleşme Sürecinde Osmanlı-Bizans İlişkileri,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Devşirme Sistemi ve Yeniçeri Ocağı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Doğu ve Güney Cepheleri ile Bu Cephelerde Öne Çıkan Şahsiyetler,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,Hilal ve Haç Mücadelesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,SOZEL,Tarih-1,I. Dünya Savaşı Sürecinde Osmanlı Devleti,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,SOZEL,Tarih-1,I. Dünya Savaşı’nın Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,SOZEL,Tarih-1,II. Dünya Savaşı Sürecinde Türkiye,0,0.0,0.0,0.0,0.0,0.0,True,0.0
