id,year,exam,session,field,branch,subject,topic,subtopic,question_no,question_count,difficulty_level,is_common,source_type,source_note,confidence_score,label_note
1505,2019,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Cümlede Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1506,2019,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Cümlede Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1507,2018,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Cümlede Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1508,2018,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Cümlede Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1509,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1510,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1511,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1512,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1513,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1514,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1515,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1516,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1517,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1518,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1519,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1520,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1521,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1522,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1523,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1524,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1525,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1526,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1527,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1528,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1529,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1530,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1531,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1532,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1533,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1534,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1535,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1536,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1537,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1538,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1539,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1540,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1541,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1542,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1543,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1544,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1545,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1546,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1547,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1548,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1549,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1550,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1551,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1552,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1553,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1554,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1555,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,3,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1556,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,4,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1557,2019,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1558,2019,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1559,2018,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1560,2018,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1561,2018,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1562,2018,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Paragrafta Anlam,,2,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1563,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1564,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1565,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,3,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1566,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1567,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1568,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,3,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1569,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1570,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1571,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1572,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1573,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1574,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1575,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1576,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1577,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1578,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1579,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1580,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1581,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1582,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1583,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1584,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1585,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1586,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1587,2019,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1588,2019,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1589,2019,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,3,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1590,2019,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1591,2019,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1592,2019,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,3,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1593,2018,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1594,2018,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1595,2018,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1596,2018,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Şiir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1597,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1598,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1599,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1600,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1601,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1602,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,2,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1603,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1604,2023,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,2,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
1605,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1606,2022,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,2,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1607,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1608,2022,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,2,1,MEDIUM,false,WEB_SCRAPED,2022 AYT konu dağılımı (universitego.com),0.95,
1609,2021,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1610,2021,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2021 AYT konu dağılımı (universitego.com),0.95,
1611,2020,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1612,2020,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2020 AYT konu dağılımı (universitego.com),0.95,
1613,2019,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1614,2019,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2019 AYT konu dağılımı (universitego.com),0.95,
1615,2018,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1616,2018,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Söz Sanatları,,1,1,MEDIUM,false,WEB_SCRAPED,2018 AYT konu dağılımı (universitego.com),0.95,
1617,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1618,2025,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1619,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1620,2025,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,2,1,MEDIUM,false,WEB_SCRAPED,2025 AYT konu dağılımı (universitego.com),0.95,
1621,2024,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1622,2024,YKS,AYT,SOZEL,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2024 AYT konu dağılımı (universitego.com),0.95,
1623,2023,YKS,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Türk Dili ve Edebiyatı,Nesir Bilgisi,,1,1,MEDIUM,false,WEB_SCRAPED,2023 AYT konu dağılımı (universitego.com),0.95,
