id,year,exam,session,field,branch,subject,topic,subtopic,question_no,question_count,difficulty_level,is_common,source_type,source_note,confidence_score,label_note
329,2024,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
330,2024,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
331,2024,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,5,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
332,2024,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,6,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
333,2023,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,1,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
334,2023,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,2,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
335,2023,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
336,2023,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
337,2023,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,5,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
338,2023,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,6,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
339,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,1,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
340,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,2,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
341,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
342,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
343,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,5,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
344,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,6,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
345,2022,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,7,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
346,2021,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,1,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
347,2021,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,2,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
348,2021,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
349,2021,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
350,2021,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,5,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
351,2020,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,1,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
352,2020,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,2,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
353,2020,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
354,2020,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
355,2019,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,1,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
356,2019,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,2,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
357,2019,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
358,2019,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
359,2019,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,5,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
360,2019,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,6,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
361,2018,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,1,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
362,2018,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,2,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
363,2018,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,3,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
364,2018,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,4,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
365,2018,YKS,TYT,ALL,Matematik,Matematik,Sayı Kümeleri,,5,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
366,2025,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
367,2024,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
368,2024,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,2,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
369,2023,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
370,2023,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,2,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
371,2022,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
372,2021,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
373,2020,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
374,2019,YKS,TYT,ALL,Matematik,Matematik,Bölünebilme Kuralları,,1,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
375,2025,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
376,2025,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
377,2025,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,3,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
378,2025,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,4,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
379,2024,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
380,2024,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
381,2023,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
382,2023,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
383,2022,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
384,2021,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
385,2021,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
386,2021,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,3,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
387,2021,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,4,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
388,2020,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
389,2020,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
390,2020,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,3,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
391,2019,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
392,2019,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
393,2019,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,3,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
394,2019,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,4,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
395,2018,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,1,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
396,2018,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,2,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
397,2018,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,3,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
398,2018,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,4,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
399,2018,YKS,TYT,ALL,Matematik,Matematik,Birinci Dereceden Denklemler ve Eşitsizlikler,,5,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
400,2025,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
401,2025,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
402,2024,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
403,2024,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
404,2023,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
405,2023,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
406,2022,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
407,2022,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
408,2021,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
409,2021,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
410,2020,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
411,2020,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2020 TYT konu dağılımı (universitego.com),0.95,
412,2019,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
413,2019,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2019 TYT konu dağılımı (universitego.com),0.95,
414,2018,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,1,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
415,2018,YKS,TYT,ALL,Matematik,Matematik,Üslü İfadeler ve Denklemler,,2,1,MEDIUM,true,WEB_SCRAPED,2018 TYT konu dağılımı (universitego.com),0.95,
416,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,1,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
417,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,2,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
418,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,3,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
419,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,4,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
420,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,5,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
421,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,6,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
422,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,7,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
423,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,8,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
424,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,9,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
425,2025,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,10,1,MEDIUM,true,WEB_SCRAPED,2025 TYT konu dağılımı (universitego.com),0.95,
426,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,1,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
427,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,2,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
428,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,3,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
429,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,4,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
430,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,5,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
431,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,6,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
432,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,7,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
433,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,8,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
434,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,9,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
435,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,10,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
436,2024,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,11,1,MEDIUM,true,WEB_SCRAPED,2024 TYT konu dağılımı (universitego.com),0.95,
437,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,1,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
438,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,2,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
439,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,3,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
440,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,4,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
441,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,5,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
442,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,6,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
443,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,7,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
444,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,8,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
445,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,9,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
446,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,10,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
447,2023,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,11,1,MEDIUM,true,WEB_SCRAPED,2023 TYT konu dağılımı (universitego.com),0.95,
448,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,1,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
449,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,2,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
450,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,3,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
451,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,4,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
452,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,5,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
453,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,6,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
454,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,7,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
455,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,8,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
456,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,9,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
457,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,10,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
458,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,11,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
459,2022,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,12,1,MEDIUM,true,WEB_SCRAPED,2022 TYT konu dağılımı (universitego.com),0.95,
460,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,1,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
461,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,2,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
462,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,3,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
463,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,4,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
464,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,5,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
465,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,6,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
466,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,7,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
467,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,8,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
468,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,9,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
469,2021,YKS,TYT,ALL,Matematik,Matematik,Denklemler ve Eşitsizlikler ile İlgili Uygulamalar,,10,1,MEDIUM,true,WEB_SCRAPED,2021 TYT konu dağılımı (universitego.com),0.95,
